iteration,curr policy return,max return,median return,avg return,std return,avg rollout len,min mag policy param,max mag policy param,median imp samp return,min imp samp return,min expl strat std,avg expl strat std,max expl strat std,expl strat entropy
27,566.860557003916,580.5582404902464,499.69628900931525,509.00510118853293,38.73002306013829,1741.845,-0.0011978529004040561,1.3641792964707666,573.9767239196774,571.6261200570098,0.02,0.021266955338054398,0.02392627167023273,-33.25198598682745
28,562.974260616986,576.2979229311306,499.2949023291652,506.7212222639245,38.22392997402082,1742.565,0.020509524793378524,1.3689037192621003,573.743040668389,572.6630142577208,0.02,0.021085732032168743,0.023359739147474818,-33.336666155297586
29,572.773717153605,578.4128206139461,493.61120072238833,504.6112606376703,37.871518971729245,1737.84,0.012220558704568587,1.368231779554745,574.1607861433843,571.661392458074,0.02,0.02084117749080438,0.022591266141220583,-33.42931388390583
30,572.928567644397,580.7214058250463,496.8763397565582,503.7862304078555,33.985173470092015,1743.325,0.020035141096761504,1.3682740383907812,570.4125248633618,567.6987771718416,0.02,0.02056993493688062,0.02482046086899484,-33.55797012822221
31,558.5835433729437,575.835094659428,504.6411849275701,513.9125069130937,36.08597991339185,1744.07,0.01478039119862003,1.3645363165850666,571.4462630185934,570.1408959022815,0.02,0.021562129019194586,0.02960689883039595,-33.19109051015865
32,572.2686104231191,579.6386114067916,505.9326752991159,512.0812197424649,35.560005742618344,1742.52,0.012920171019832968,1.3602037494606298,573.6898626809815,571.5589938502695,0.02,0.021680714463265572,0.02861740882972441,-33.13189919972642
33,563.9714862611145,578.5904185707967,497.73990290889355,507.6745956455724,35.878983958416505,1745.675,0.019335797455762724,1.3546721481634725,574.2746619224013,569.8289818917909,0.02,0.0231538989713629,0.03763169476160816,-32.67065913838188
34,567.7252936966756,579.064690048207,505.00422121397094,515.9526193240175,37.328829945259244,1743.12,0.026567110489410666,1.3624417319483213,573.1191749662238,572.5905141142659,0.02,0.021843241521349734,0.027290362207275626,-33.05417098115794
35,561.6738452147936,578.6494739771928,501.58048077748344,509.7030120866404,37.47365968804822,1743.055,0.0364686603910057,1.3627954231998491,575.024316333046,572.8131619918249,0.02,0.02315026523686914,0.03433523738773589,-32.60780993142468
36,547.520858291723,583.0001420819301,502.59717123858843,513.1023019969381,38.89317258185805,1741.635,0.040592125223126344,1.3746505067907415,578.2595572606318,573.36399967893,0.02,0.023563139014002164,0.03487803819564244,-32.50309385992763
37,559.630674597898,579.9747499377615,500.0707242666456,505.4983791966563,33.36808580862246,1744.195,0.054324652647359306,1.375362842863572,574.2715809513516,567.4411895929243,0.02,0.021649633409225273,0.027249044464088008,-33.12891943408817
38,570.1840049627278,581.383560047161,501.1665612653254,510.64174093955603,36.33920692120492,1740.33,0.0397099603207712,1.3787691528844035,575.5732630273687,574.277505909281,0.02,0.021173518763872586,0.0242440026843193,-33.30356545185411
39,572.41784633577,581.5518169373948,501.1082867677885,509.56736499604943,37.18681323000546,1740.71,0.046348814742282876,1.3861838050197228,578.3832175496357,575.633916253028,0.02,0.0203705091631199,0.02251463176986297,-33.63065596883457
40,573.4619282650687,579.8108366120496,504.68743265184264,514.4164196538775,36.59232787386367,1744.405,0.043421288366179686,1.3765042016514495,576.664574349376,576.0943811179825,0.02,0.02247256375793255,0.031619264934519116,-32.88185176073823
41,552.5149931347319,583.8541479177243,503.9895616029205,513.3303996180699,36.93154139109608,1743.29,0.05384181277098619,1.3676578551453207,575.6401564824661,574.3603145612353,0.02,0.022185702527822357,0.030928097735922217,-32.9489185791337
42,575.9546158950125,583.8619794239288,504.99735001558383,511.86594715225095,36.27084042438072,1740.84,0.04802492591935356,1.3785917967638714,580.2973779868278,576.9555498409634,0.02,0.022171853661873218,0.03357406804414476,-33.00993636781463
43,566.6338529576703,582.8728567249473,500.17233662635374,510.38095825780556,38.85112387954913,1743.635,0.06007178496304497,1.3863169862948528,580.0299128285552,576.3617029170689,0.02,0.02434726455423936,0.031429804478253026,-32.16276307260768
44,580.4400496419789,581.8490945294755,505.4343285746667,513.1483567030695,33.6083900164617,1744.25,0.059491211738734076,1.390026968223575,576.4949636238865,575.4646857225619,0.02,0.022498156986396036,0.03295492736207401,-32.86249858781517
45,575.3809524628206,582.6752719552221,501.22991399039677,510.2877805378368,34.51695983689195,1740.37,0.06167415017520874,1.3876039163661467,577.2710857345512,573.4174020571428,0.02,0.022138619120306333,0.030546152743545985,-32.9755524316446
46,564.4109808115124,581.4254769620834,504.726960578291,513.890592700331,37.483213355106265,1739.8,0.05164639338452297,1.3842238198669379,578.6213617128623,576.3272322674783,0.02,0.022973657259385227,0.029469004064734582,-32.6514034896053
47,562.2359408662189,581.9420513369868,505.6172249585703,514.7268811317672,37.33406712332976,1742.915,0.043876612675096835,1.3784590717537002,579.3382483892101,576.2234981247785,0.02,0.02103455096544541,0.026982001122553008,-33.378805300792386
48,555.4088692386322,582.4366013389646,509.89604619763156,520.2758296621552,34.55755992581639,1745.05,0.0434165366645221,1.388897760373287,578.3848475933905,575.1159342625409,0.02,0.021004972153206715,0.029044749378860438,-33.41616306651423
49,572.7652842299922,582.7902427853506,508.3311965910227,517.2572778658218,37.82447747834175,1742.205,0.04984588704810949,1.3839295532464373,579.0961628432432,576.9545480221784,0.02,0.020125769277424203,0.021131923496817865,-33.73421593015991
